Pais,Data,Decklist,Evento,Formato,Heroi,Resultado,Link do deck,Tipo de evento
Canada,23 Nov 2024,"Victor Mercado – Nuu, Alluring Desire – Calling: Portland",Calling: Portland,Classic Constructed,"Nuu, Alluring Desire",2nd,https://fabtcg.com/decklists/victor-mercado-nuu-alluring-desire-calling-portland/,calling
Canada,23 Nov 2024,"Tariq Patel – Enigma, Ledger of Ancestry – Calling: Portland",Calling: Portland,Classic Constructed,"Enigma, Ledger of Ancestry",3rd,https://fabtcg.com/decklists/tariq-patel-enigma-ledger-of-ancestry-calling-portland/,calling
United States of America,23 Nov 2024,"Jude Cornett – Zen, Tamer of Purpose – Calling: Portland",Calling: Portland,Classic Constructed,"Zen, Tamer of Purpose",3rd,https://fabtcg.com/decklists/jude-cornett-zen-tamer-of-purpose-calling-portland/,calling
United States of America,23 Nov 2024,Thaminda Edirisooriya – Dash I/O – Calling: Portland,Calling: Portland,Classic Constructed,Dash I/O,5th,https://fabtcg.com/decklists/thaminda-edirisooriya-dash-io-calling-portland/,calling
United States of America,23 Nov 2024,"David Bruner – Enigma, Ledger of Ancestry – Calling: Portland",Calling: Portland,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/david-bruner-enigma-ledger-of-ancestry-calling-portland/,calling
United States of America,23 Nov 2024,"Cody Williams – Zen, Tamer of Purpose – Calling: Portland",Calling: Portland,Classic Constructed,"Zen, Tamer of Purpose",5th,https://fabtcg.com/decklists/cody-williams-zen-tamer-of-purpose-calling-portland/,calling
United States of America,23 Nov 2024,"Jacob Kissel – Azalea, Ace in the Hole – Calling: Portland",Calling: Portland,Classic Constructed,"Azalea, Ace in the Hole",5th,https://fabtcg.com/decklists/jacob-kissel-azalea-ace-in-the-hole-calling-portland/,calling
United States of America,23 Nov 2024,Dennis Pham – Chane – Commoner Gold Foil,Commoner Gold Foil,Commoner,Chane,1st,https://fabtcg.com/decklists/dennis-pham-chane-commoner-gold-foil/,commoner
Brazil,21 Nov 2024,Dumpster Dive – Show Some Skin,Dumpster Dive #8: Don't Play These Decks at Portland!,Commoner,Betsy,nao informado,https://fabtcg.com/decklists/dumpster-dive-show-some-skin/,dumpster dive
United States of America,21 Nov 2024,Dumpster Dive – Haber-DASH-ery,Dumpster Dive #8: Don't Play These Decks at Portland!,Commoner,"Dash, Database",nao informado,https://fabtcg.com/decklists/dumpster-dive-haber-dash-ery/,dumpster dive
United States of America,21 Nov 2024,Dumpster Dive – Fake Plastic Dragons,Dumpster Dive #8: Don't Play These Decks at Portland!,Commoner,Dromai,nao informado,https://fabtcg.com/decklists/dumpster-dive-fake-plastic-dragons/,dumpster dive
United States of America,17 Nov 2024,"Dan Groseclose – Zen, Tamer of Purpose – Battle Hardened: Columbus",Battle Hardened: Columbus,Living Legend,"Zen, Tamer of Purpose",1st,https://fabtcg.com/decklists/dan-groseclose-zen-tamer-of-purpose-battle-hardened-columbus/,battle hardened
United States of America,17 Nov 2024,"Christopher Iaali – Viserai, Rune Blood – Battle Hardened: Columbus",Battle Hardened: Columbus,Living Legend,"Viserai, Rune Blood",2nd,https://fabtcg.com/decklists/christopher-iaali-viserai-rune-blood-battle-hardened-columbus/,battle hardened
United States of America,17 Nov 2024,"Michael Hamilton – Viserai, Rune Blood – Battle Hardened: Columbus",Battle Hardened: Columbus,Living Legend,"Viserai, Rune Blood",3rd,https://fabtcg.com/decklists/michael-hamilton-viserai-rune-blood-battle-hardened-columbus/,battle hardened
United States of America,17 Nov 2024,"Wyatt Goehring – Zen, Tamer of Purpose – Battle Hardened: Columbus",Battle Hardened: Columbus,Living Legend,"Zen, Tamer of Purpose",3rd,https://fabtcg.com/decklists/wyatt-goehring-zen-tamer-of-purpose-battle-hardened-columbus/,battle hardened
United States of America,17 Nov 2024,"Kevin Brayer – Chane, Bound by Shadow – Battle Hardened: Columbus",Battle Hardened: Columbus,Living Legend,"Chane, Bound by Shadow",5th,https://fabtcg.com/decklists/kevin-brayer-chane-bound-by-shadow-battle-hardened-columbus/,battle hardened
United States of America,17 Nov 2024,"Roger Bodee – Bravo, Star of the Show – Battle Hardened: Columbus",Battle Hardened: Columbus,Living Legend,"Bravo, Star of the Show",5th,https://fabtcg.com/decklists/roger-bodee-bravo-star-of-the-show-battle-hardened-columbus/,battle hardened
United States of America,17 Nov 2024,"Zack Phillips – Aurora, Shooting Star – Battle Hardened: Columbus",Battle Hardened: Columbus,Living Legend,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/zack-phillips-aurora-shooting-star-battle-hardened-columbus/,battle hardened
United States of America,17 Nov 2024,"Lucas Barding – Chane, Bound by Shadow – Battle Hardened: Columbus",Battle Hardened: Columbus,Living Legend,"Chane, Bound by Shadow",5th,https://fabtcg.com/decklists/lucas-barding-chane-bound-by-shadow-battle-hardened-columbus/,battle hardened
Sweden,17 Nov 2024,"Erika Forslöf – Blaze, Firemind – Battle Hardened: Florence",Battle Hardened: Florence,Blitz,"Blaze, Firemind",1st,https://fabtcg.com/decklists/erika-forslof-blaze-firemind-battle-hardened-florence/,battle hardened
Germany,17 Nov 2024,"Alexander Hempelmann – Blaze, Firemind – Battle Hardened: Florence",Battle Hardened: Florence,Blitz,"Blaze, Firemind",2nd,https://fabtcg.com/decklists/alexander-hempelmann-blaze-firemind-battle-hardened-florence/,battle hardened
Germany,17 Nov 2024,Thomas Preyer – Data Doll MKII – Battle Hardened: Florence,Battle Hardened: Florence,Blitz,Data Doll MKII,3rd,https://fabtcg.com/decklists/thomas-preyer-data-doll-mkii-battle-hardened-florence/,battle hardened
Italy,17 Nov 2024,Alessandro Pistelli – Victor Goldmane – Battle Hardened: Florence,Battle Hardened: Florence,Blitz,Victor Goldmane,3rd,https://fabtcg.com/decklists/alessandro-pistelli-victor-goldmane-battle-hardened-florence/,battle hardened
United Kingdom,17 Nov 2024,Emlyn Ingram – Kayo – Battle Hardened: Florence,Battle Hardened: Florence,Blitz,Kayo,5th,https://fabtcg.com/decklists/emlyn-ingram-kayo-battle-hardened-florence/,battle hardened
Italy,17 Nov 2024,Stefano Meoni – Kayo – Battle Hardened: Florence,Battle Hardened: Florence,Blitz,Kayo,5th,https://fabtcg.com/decklists/stefano-meoni-kayo-battle-hardened-florence/,battle hardened
Netherlands,17 Nov 2024,Robert Crone – Aurora – Battle Hardened: Florence,Battle Hardened: Florence,Blitz,Aurora,5th,https://fabtcg.com/decklists/robert-crone-aurora-battle-hardened-florence/,battle hardened
Italy,17 Nov 2024,"Antonio Kutter – Blaze, Firemind – Battle Hardened: Florence",Battle Hardened: Florence,Blitz,"Blaze, Firemind",5th,https://fabtcg.com/decklists/antonio-kutter-blaze-firemind-battle-hardened-florence/,battle hardened
Italy,17 Nov 2024,"Eugenio Papavero Crusca – Ira, Crimson Haze – Commoner Gold Foil",Commoner Gold Foil,Commoner,"Ira, Crimson Haze",1st,https://fabtcg.com/decklists/eugenio-papavero-crusca-ira-crimson-haze-commoner-gold-foil/,commoner
United States of America,17 Nov 2024,Wyatt Goehring – Zen – Pro Quest+ Columbus,Pro Quest+ Columbus,Blitz,Zen,1st,https://fabtcg.com/decklists/wyatt-goehring-zen-pro-quest-columbus/,pro quest
United Kingdom,16 Nov 2024,Jacob Clements – Verdance – Calling: Florence,Calling: Florence,Booster Draft,Verdance,1st,https://fabtcg.com/decklists/jacob-clements-verdance-calling-florence/,calling
Netherlands,16 Nov 2024,Paul van Gijssel – Aurora – Calling: Florence,Calling: Florence,Booster Draft,Aurora,2nd,https://fabtcg.com/decklists/paul-van-gijssel-aurora-calling-florence/,calling
Sweden,16 Nov 2024,Jacob Trossing – Aurora – Calling: Florence,Calling: Florence,Booster Draft,Aurora,3rd,https://fabtcg.com/decklists/jacob-trossing-aurora-calling-florence/,calling
United States of America,16 Nov 2024,Brodie Spurlock – Florian – Calling: Florence,Calling: Florence,Booster Draft,Florian,3rd,https://fabtcg.com/decklists/brodie-spurlock-florian-calling-florence/,calling
Poland,16 Nov 2024,Tomasz Żelazko – Oscilio – Calling: Florence,Calling: Florence,Booster Draft,Oscilio,5th,https://fabtcg.com/decklists/tomasz-zelazko-oscilio-calling-florence/,calling
United Kingdom,16 Nov 2024,Francesco Giorgio – Aurora – Calling: Florence,Calling: Florence,Booster Draft,Aurora,5th,https://fabtcg.com/decklists/francesco-giorgio-aurora-calling-florence/,calling
United Kingdom,16 Nov 2024,Jason Rolfe – Florian – Calling: Florence,Calling: Florence,Booster Draft,Florian,5th,https://fabtcg.com/decklists/jason-rolfe-florian-calling-florence/,calling
United Kingdom,16 Nov 2024,Jack Raven – Verdance – Calling: Florence,Calling: Florence,Booster Draft,Verdance,5th,https://fabtcg.com/decklists/jack-raven-verdance-calling-florence/,calling
United States of America,10 Nov 2024,"Michael Feng – Enigma, Ledger of Ancestry – Battle Hardened: Hiroshima",Battle Hardened: Hiroshima,Classic Constructed,"Enigma, Ledger of Ancestry",1st,https://fabtcg.com/decklists/michael-feng-enigma-ledger-of-ancestry-battle-hardened-hiroshima/,battle hardened
Germany,10 Nov 2024,"Toni Schwarze – Enigma, Ledger of Ancestry – Battle Hardened: Hiroshima",Battle Hardened: Hiroshima,Classic Constructed,"Enigma, Ledger of Ancestry",2nd,https://fabtcg.com/decklists/toni-schwarze-enigma-ledger-of-ancestry-battle-hardened-hiroshima/,battle hardened
Taiwan,10 Nov 2024,Xincheng Hou – Dash I/O – Battle Hardened: Hiroshima,Battle Hardened: Hiroshima,Classic Constructed,Dash I/O,3rd,https://fabtcg.com/decklists/xincheng-hou-dash-io-battle-hardened-hiroshima/,battle hardened
Japan,10 Nov 2024,"Shoma Yamamura – Ira, Scarlet Revenger – Battle Hardened: Hiroshima",Battle Hardened: Hiroshima,Classic Constructed,"Ira, Scarlet Revenger",3rd,https://fabtcg.com/decklists/shoma-yamamura-ira-scarlet-revenger-battle-hardened-hiroshima/,battle hardened
Brazil,10 Nov 2024,"Filipe Lima Cardoso – Enigma, Ledger of Ancestry – Battle Hardened: Hiroshima",Battle Hardened: Hiroshima,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/filipe-lima-cardoso-enigma-ledger-of-ancestry-battle-hardened-hiroshima/,battle hardened
Australia,10 Nov 2024,Sam Sutherland – Dash I/O – Battle Hardened: Hiroshima,Battle Hardened: Hiroshima,Classic Constructed,Dash I/O,5th,https://fabtcg.com/decklists/sam-sutherland-dash-io-battle-hardened-hiroshima/,battle hardened
Japan,10 Nov 2024,"Gaia Enomoto – Enigma, Ledger of Ancestry – Battle Hardened: Hiroshima",Battle Hardened: Hiroshima,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/gaia-enomoto-enigma-ledger-of-ancestry-battle-hardened-hiroshima/,battle hardened
United States of America,10 Nov 2024,Brodie Spurlock – Dash I/O – Battle Hardened: Hiroshima,Battle Hardened: Hiroshima,Classic Constructed,Dash I/O,5th,https://fabtcg.com/decklists/brodie-spurlock-dash-io-battle-hardened-hiroshima/,battle hardened
United States of America,03 Nov 2024,"Peter Buddensiek – Kano, Dracai of Aether – Battle Hardened: Osaka",Battle Hardened: Osaka,Living Legend,"Kano, Dracai of Aether",1st,https://fabtcg.com/decklists/peter-buddensiek-kano-dracai-of-aether-battle-hardened-osaka/,battle hardened
Japan,03 Nov 2024,"Xavier McLean – Oldhim, Grandfather of Eternity – Battle Hardened: Osaka",Battle Hardened: Osaka,Living Legend,"Oldhim, Grandfather of Eternity",2nd,https://fabtcg.com/decklists/xavier-mclean-oldhim-grandfather-of-eternity-battle-hardened-osaka/,battle hardened
United States of America,03 Nov 2024,"Lucas Oswald – Bravo, Star of the Show – Battle Hardened: Osaka",Battle Hardened: Osaka,Living Legend,"Bravo, Star of the Show",3rd,https://fabtcg.com/decklists/lucas-oswald-bravo-star-of-the-show-battle-hardened-osaka/,battle hardened
Hong Kong,03 Nov 2024,David Yau – Dash I/O – Battle Hardened: Osaka,Battle Hardened: Osaka,Living Legend,Dash I/O,3rd,https://fabtcg.com/decklists/david-yau-dash-io-battle-hardened-osaka/,battle hardened
United States of America,03 Nov 2024,"Brodie Spurlock – Chane, Bound by Shadow – Battle Hardened: Osaka",Battle Hardened: Osaka,Living Legend,"Chane, Bound by Shadow",5th,https://fabtcg.com/decklists/brodie-spurlock-chane-bound-by-shadow-battle-hardened-osaka/,battle hardened
Philippines,03 Nov 2024,"Carlo Ople – Briar, Warden of Thorns – Battle Hardened: Osaka",Battle Hardened: Osaka,Living Legend,"Briar, Warden of Thorns",5th,https://fabtcg.com/decklists/carlo-ople-briar-warden-of-thorns-battle-hardened-osaka/,battle hardened
United States of America,03 Nov 2024,"Christopher Iaali – Viserai, Rune Blood – Battle Hardened: Osaka",Battle Hardened: Osaka,Living Legend,"Viserai, Rune Blood",5th,https://fabtcg.com/decklists/christopher-iaali-viserai-rune-blood-battle-hardened-osaka/,battle hardened
South Korea,03 Nov 2024,"Suh Jaeyong – Aurora, Shooting Star – Battle Hardened: Osaka",Battle Hardened: Osaka,Living Legend,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/suh-jaeyong-aurora-shooting-star-battle-hardened-osaka/,battle hardened
Croatia,02 Nov 2024,"Nikola Kramarić – Zen, Tamer of Purpose – Calling: Osaka",Calling: Osaka,Classic Constructed,"Zen, Tamer of Purpose",1st,https://fabtcg.com/decklists/nikola-kramaric-zen-tamer-of-purpose-calling-osaka/,calling
United Kingdom,02 Nov 2024,"Emad Kashy – Nuu, Alluring Desire – Calling: Osaka",Calling: Osaka,Classic Constructed,"Nuu, Alluring Desire",2nd,https://fabtcg.com/decklists/emad-kashy-nuu-alluring-desire-calling-osaka/,calling
United States of America,02 Nov 2024,"Cas Mulder – Aurora, Shooting Star – Calling: Osaka",Calling: Osaka,Classic Constructed,"Aurora, Shooting Star",3rd,https://fabtcg.com/decklists/cas-mulder-aurora-shooting-star-calling-osaka/,calling
Japan,02 Nov 2024,"Kei Iikubo – Nuu, Alluring Desire – Calling: Osaka",Calling: Osaka,Classic Constructed,"Nuu, Alluring Desire",3rd,https://fabtcg.com/decklists/kei-iikubo-nuu-alluring-desire-calling-osaka/,calling
Canada,02 Nov 2024,"Nghia Tran – Enigma, Ledger of Ancestry – Calling: Osaka",Calling: Osaka,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/nghia-tran-enigma-ledger-of-ancestry-calling-osaka/,calling
Portugal,02 Nov 2024,"Mariano Lemus – Ira, Scarlet Revenger – Calling: Osaka",Calling: Osaka,Classic Constructed,"Ira, Scarlet Revenger",5th,https://fabtcg.com/decklists/mariano-lemus-ira-scarlet-revenger-calling-osaka/,calling
Switzerland,02 Nov 2024,"Manuel Wachouschek – Azalea, Ace in the Hole – Calling: Osaka",Calling: Osaka,Classic Constructed,"Azalea, Ace in the Hole",5th,https://fabtcg.com/decklists/manuel-wachouschek-azalea-ace-in-the-hole-calling-osaka/,calling
Singapore,02 Nov 2024,Bryan Kong – Dash I/O – Calling: Osaka,Calling: Osaka,Classic Constructed,Dash I/O,5th,https://fabtcg.com/decklists/bryan-kong-dash-io-calling-osaka/,calling
Poland,02 Nov 2024,Paweł Sosnowski – Iyslander – Commoner Gold Foil,Commoner Gold Foil,Commoner,Iyslander,1st,https://fabtcg.com/decklists/pawel-sosnowski-iyslander-commoner-gold-foil/,commoner
United States of America,02 Nov 2024,"Noah Beygelman – Viserai, Rune Blood – World Championship: Osaka",World Championship: Osaka,Classic Constructed,"Viserai, Rune Blood",5th,https://fabtcg.com/decklists/noah-beygelman-viserai-rune-blood-world-championship-osaka/,world championships
Poland,01 Nov 2024,Grzegorz Kowalski,World Championship: Osaka,Classic Constructed,"Enigma, Ledger of Ancestry",1st,https://fabtcg.com/decklists/grzegorz-kowalski-enigma-ledger-of-ancestry-world-championship-osaka/,world championships
United States of America,01 Nov 2024,"Mercy Bickell – Aurora, Shooting Star – World Championship: Osaka",World Championship: Osaka,Classic Constructed,"Aurora, Shooting Star",2nd,https://fabtcg.com/decklists/mercy-bickell-aurora-shooting-star-world-championship-osaka/,world championships
Australia,01 Nov 2024,Sam Sutherland,World Championship: Osaka,Classic Constructed,Dash I/O,3rd,https://fabtcg.com/decklists/sam-sutherland-dash-io-world-championship-osaka/,world championships
Hong Kong,01 Nov 2024,Allen Lau,World Championship: Osaka,Classic Constructed,Dash I/O,3rd,https://fabtcg.com/decklists/allen-lau-dash-io-world-championship-osaka/,world championships
United Kingdom,01 Nov 2024,Rob Catton,World Championship: Osaka,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/rob-catton-aurora-shooting-star-world-championship-osaka/,world championships
Austria,01 Nov 2024,Valentin Mackl,World Championship: Osaka,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/valentin-mackl-enigma-ledger-of-ancestry-world-championship-osaka/,world championships
United States of America,01 Nov 2024,"Michael Hamilton – Nuu, Alluring Desire – World Championship: Osaka",World Championship: Osaka,Classic Constructed,"Nuu, Alluring Desire",5th,https://fabtcg.com/decklists/michael-hamilton-nuu-alluring-desire-world-championship-osaka/,world championships
United States of America,27 Oct 2024,"Cynthia Boutot – Aurora, Shooting Star – Pro Quest: London – Flipside Gaming East Greenbush",Pro Quest: London,Classic Constructed,"Aurora, Shooting Star",1st,https://fabtcg.com/decklists/cynthia-boutot-aurora-shooting-star-pro-quest-london-flipside-gaming-east-greenbush/,pro quest
United States of America,27 Oct 2024,"Billy Horn – Viserai, Rune Blood – Pro Quest: London – Epic Gaming PDX",Pro Quest: London,Classic Constructed,"Viserai, Rune Blood",1st,https://fabtcg.com/decklists/billy-horn-viserai-rune-blood-pro-quest-london-epic-gaming-pdx/,pro quest
United States of America,27 Oct 2024,"Sophia Claire – Nuu, Alluring Desire – Pro Quest: London – Dice Addiction",Pro Quest: London,Classic Constructed,"Nuu, Alluring Desire",1st,https://fabtcg.com/decklists/sophia-claire-nuu-alluring-desire-pro-quest-london-dice-addiction/,pro quest
United States of America,20 Oct 2024,Benjamin Schneider – Maxx ‘The Hype’ Nitro – Pro Quest: London – Evolution Games,Pro Quest: London,Classic Constructed,Maxx 'The Hype' Nitro,1st,https://fabtcg.com/decklists/benjamin-schneider-maxx-the-hype-nitro-pro-quest-london-evolution-games/,pro quest
Poland,20 Oct 2024,Paweł Roman – Dash I/O – Pro Quest: London – Black Oill,Pro Quest: London,Classic Constructed,Dash I/O,1st,https://fabtcg.com/decklists/pawel-roman-dash-io-pro-quest-london-black-oil/,pro quest
Indonesia,20 Oct 2024,"Laksana Eka S.P. – Nuu, Alluring Desire – Pro Quest: Europe – Bali Awakening Zone",Pro Quest: London,Classic Constructed,"Nuu, Alluring Desire",1st,https://fabtcg.com/decklists/laksana-eka-sp-nuu-alluring-desire-pro-quest-london-bali-awakening-zone/,pro quest
United States of America,18 Oct 2024,Dumpster Dive – Never Miss,Dumpster Dive #7: A New Cope,Commoner,Azalea,nao informado,https://fabtcg.com/decklists/dumpster-dive-never-miss/,dumpster dive
United States of America,18 Oct 2024,Dumpster Dive – Coldplay Concert,Dumpster Dive #7: A New Cope,Commoner,Viserai,nao informado,https://fabtcg.com/decklists/dumpster-dive-coldplay-concert/,dumpster dive
United States of America,18 Oct 2024,Dumpster Dive – Breaking Balls,Dumpster Dive #7: A New Cope,Commoner,Kayo,nao informado,https://fabtcg.com/decklists/dumpster-dive-breaking-balls/,dumpster dive
United States of America,13 Oct 2024,"Thomas Johnson-Averette – Vynnset, Iron Maiden – Pro Quest London – Prime Time Gaming",Pro Quest: London,Classic Constructed,"Vynnset, Iron Maiden",1st,https://fabtcg.com/decklists/thomas-johnson-averette-vynnset-iron-maiden-pro-quest-london-prime-time-gaming/,pro quest
Japan,13 Oct 2024,"Yuta Maruo – Florian, Rotwood Harbinger – Pro Quest: London – Card Shop La Noir",Pro Quest: London,Classic Constructed,"Florian, Rotwood Harbinger",1st,https://fabtcg.com/decklists/yuta-maruo-florian-rotwood-harbinger-pro-quest-london-card-shop-la-noir/,pro quest
United Kingdom,13 Oct 2024,"Emlyn Ingram – Viserai, Rune Blood – Pro Quest: London – Dark Sphere",Pro Quest: London,Classic Constructed,"Viserai, Rune Blood",1st,https://fabtcg.com/decklists/emlyn-ingram-viserai-rune-blood-pro-quest-london-dark-sphere/,pro quest
Netherlands,06 Oct 2024,"Jimmy Nguyen – Aurora, Shooting Star – Pro Quest: London – GameForce",Pro Quest: London,Classic Constructed,"Aurora, Shooting Star",1st,https://fabtcg.com/decklists/jimmy-nguyen-aurora-shooting-star-pro-quest-london-gameforce/,pro quest
Ireland,06 Oct 2024,"Dylan Thompson – Azalea, Ace in the Hole – Pro Quest: London – Gamers World",Pro Quest: London,Classic Constructed,"Azalea, Ace in the Hole",1st,https://fabtcg.com/decklists/dylan-thompson-azalea-ace-in-the-hole-pro-quest-london-gamers-world/,pro quest
United Kingdom,06 Oct 2024,"Liam Canning – Enigma, Ledger of Ancestry – Pro Quest: London – The Dice Cup",Pro Quest: London,Classic Constructed,"Enigma, Ledger of Ancestry",1st,https://fabtcg.com/decklists/liam-canning-enigma-ledger-of-ancestry-pro-quest-london-the-dice-cup/,pro quest
United States of America,29 Sep 2024,Mara Faris – Florian – Battle Hardened: Washington D.C,Battle Hardened: Washington D.C.,Booster Draft,Florian,1st,https://fabtcg.com/decklists/mara-faris-florian-battle-hardened-washington-dc/,battle hardened
United States of America,29 Sep 2024,Daniel Rutkowski – Aurora – Battle Hardened: Washington D.C,Battle Hardened: Washington D.C.,Booster Draft,Aurora,2nd,https://fabtcg.com/decklists/daniel-rutkowski-aurora-battle-hardened-washington-dc/,battle hardened
United States of America,29 Sep 2024,Christian Pern – Aurora – Battle Hardened: Washington D.C,Battle Hardened: Washington D.C.,Booster Draft,Aurora,3rd,https://fabtcg.com/decklists/christian-pern-aurora-battle-hardened-washington-dc/,battle hardened
United States of America,29 Sep 2024,Michael Feng – Florian – Battle Hardened: Washington D.C,Battle Hardened: Washington D.C.,Booster Draft,Florian,3rd,https://fabtcg.com/decklists/michael-feng-florian-battle-hardened-washington-dc/,battle hardened
United States of America,29 Sep 2024,Daniel Edwards – Oscilio – Battle Hardened: Washington D.C,Battle Hardened: Washington D.C.,Booster Draft,Oscilio,5th,https://fabtcg.com/decklists/daniel-edwards-oscilio-battle-hardened-washington-dc/,battle hardened
United States of America,29 Sep 2024,Darren Rennie – Verdance – Battle Hardened: Washington D.C,Battle Hardened: Washington D.C.,Booster Draft,Verdance,5th,https://fabtcg.com/decklists/darren-rennie-verdance-battle-hardened-washington-dc/,battle hardened
United States of America,29 Sep 2024,Jared Contaldi – Verdance – Battle Hardened: Washington D.C,Battle Hardened: Washington D.C.,Booster Draft,Verdance,5th,https://fabtcg.com/decklists/jared-contaldi-verdance-battle-hardened-washington-dc/,battle hardened
United States of America,29 Sep 2024,Sam Martinez – Verdance – Battle Hardened: Washington D.C,Battle Hardened: Washington D.C.,Booster Draft,Verdance,5th,https://fabtcg.com/decklists/sam-martinez-verdance-battle-hardened-washington-dc/,battle hardened
Germany,29 Sep 2024,Jonas Stoberock – Chane – Commoner Gold Foil,Calling: Lyon,Commoner,Chane,1st,https://fabtcg.com/decklists/jonas-stoberock-chane-commoner-gold-foil/,calling
Denmark,29 Sep 2024,Simon Nielsen – Aurora – Battle Hardened: Lyon,Calling: Lyon,Booster Draft,Aurora,1st,https://fabtcg.com/decklists/simon-nielsen-aurora-battle-hardened-lyon/,calling
Slovenia,29 Sep 2024,Jean Luka Zorko – Florian – Battle Hardened: Lyon,Calling: Lyon,Booster Draft,Florian,2nd,https://fabtcg.com/decklists/jean-luka-zorko-florian-battle-hardened-lyon/,calling
Germany,29 Sep 2024,Alexander Rosenberger – Florian – Battle Hardened: Lyon,Calling: Lyon,Booster Draft,Florian,3rd,https://fabtcg.com/decklists/alexander-rosenberger-florian-battle-hardened-lyon/,calling
Spain,29 Sep 2024,Jose Luis Saenz Soria – Aurora – Battle Hardened: Lyon,Calling: Lyon,Booster Draft,Aurora,3rd,https://fabtcg.com/decklists/jose-luis-saenz-soria-aurora-battle-hardened-lyon/,calling
Netherlands,29 Sep 2024,Gaál Benjamin – Florian – Battle Hardened: Lyon,Calling: Lyon,Booster Draft,Florian,5th,https://fabtcg.com/decklists/gaal-benjamin-florian-battle-hardened-lyon/,calling
France,29 Sep 2024,Bastien Lavignon – Oscilio – Battle Hardened: Lyon,Calling: Lyon,Booster Draft,Oscilio,5th,https://fabtcg.com/decklists/bastien-lavignon-oscilio-battle-hardened-lyon/,calling
Poland,29 Sep 2024,Kamil Rejman – Oscilio – Battle Hardened: Lyon,Calling: Lyon,Booster Draft,Oscilio,5th,https://fabtcg.com/decklists/kamil-rejman-oscilio-battle-hardened-lyon/,calling
Germany,29 Sep 2024,Oliver Kuhrt – Oscilio – Battle Hardened: Lyon,Calling: Lyon,Booster Draft,Oscilio,5th,https://fabtcg.com/decklists/oliver-kuhrt-oscilio-battle-hardened-lyon/,calling
United States of America,28 Sep 2024,"Nick Gabler – Viserai, Rune Blood – Battle Hardened: Milwaukee",Battle Hardened: Milwaukee,Classic Constructed,"Viserai, Rune Blood",1st,https://fabtcg.com/decklists/nick-gabler-viserai-rune-blood-battle-hardened-milwaukee/,battle hardened
United States of America,28 Sep 2024,"Luke Magnuson – Verdance, Thorn of the Rose – Battle Hardened: Milwaukee",Battle Hardened: Milwaukee,Classic Constructed,"Verdance, Thorn of the Rose",2nd,https://fabtcg.com/decklists/luke-magnuson-verdance-thorn-of-the-rose-battle-hardened-milwaukee/,battle hardened
United States of America,28 Sep 2024,"Alex Tyler – Ser Boltyn, Breaker of Dawn – Battle Hardened: Milwaukee",Battle Hardened: Milwaukee,Classic Constructed,"Ser Boltyn, Breaker of Dawn",3rd,https://fabtcg.com/decklists/alex-tyler-ser-boltyn-breaker-of-dawn-battle-hardened-milwaukee/,battle hardened
United States of America,28 Sep 2024,"Levi Rauch – Verdance, Thorn of the Rose – Battle Hardened: Milwaukee",Battle Hardened: Milwaukee,Classic Constructed,"Verdance, Thorn of the Rose",3rd,https://fabtcg.com/decklists/levi-rauch-verdance-thorn-of-the-rose-battle-hardened-milwaukee/,battle hardened
United States of America,28 Sep 2024,"Aaron Fagalde – Viserai, Rune Blood – Battle Hardened: Milwaukee",Battle Hardened: Milwaukee,Classic Constructed,"Viserai, Rune Blood",5th,https://fabtcg.com/decklists/aaron-fagalde-viserai-rune-blood-battle-hardened-milwaukee/,battle hardened
United States of America,28 Sep 2024,"Lucas Oswald – Enigma, Ledger of Ancestry – Battle Hardened: Milwaukee",Battle Hardened: Milwaukee,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/lucas-oswald-enigma-ledger-of-ancestry-battle-hardened-milwaukee/,battle hardened
United States of America,28 Sep 2024,"Sage Husanu – Nuu, Alluring Desire – Battle Hardened: Milwaukee",Battle Hardened: Milwaukee,Classic Constructed,"Nuu, Alluring Desire",5th,https://fabtcg.com/decklists/sage-husanu-nuu-alluring-desire-battle-hardened-milwaukee/,battle hardened
United States of America,28 Sep 2024,"Sam Dando – Aurora, Shooting Star – Battle Hardened: Milwaukee",Battle Hardened: Milwaukee,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/sam-dando-aurora-shooting-star-battle-hardened-milwaukee/,battle hardened
Japan,28 Sep 2024,"毅 鍛治 – Enigma, Ledger of Ancestry – Battle Hardened: Tokyo",Battle Hardened: Tokyo,Classic Constructed,"Enigma, Ledger of Ancestry",1st,https://fabtcg.com/decklists/enigma-ledger-of-ancestry-battle-hardened-tokyo/,battle hardened
